SchemaName,TableName,ColumnName,OrdinalPosition,DataType,MaxLength,NumericPrecision,NumericScale,IsNullable,ColumnDefault
pats,tbl_NewAdmissionAssessmentASAMDimension2,HearingLoss,18,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,HIV,19,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,Tuberculosis,20,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,Asthma,21,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,HepatitisA,22,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,LiverDisease,23,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,Otherchk,24,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,Other,25,nvarchar,-1,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,AdditionalComments1,26,nvarchar,-1,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,AllergiesComments,27,nvarchar,-1,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,PrimaryCareProvider,28,nvarchar,-1,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,AdditionalComments,29,nvarchar,-1,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,HasPrimaryCare,30,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,IsPregnant,31,int,NULL,10,0,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,MedicalProblemsPreventClinic,32,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,ReceivingPrenatalCare,33,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,Dimension2Pregnancy,34,int,NULL,10,0,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,Dimension2PhysicalHealth,35,int,NULL,10,0,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,Dimension2Problems,36,nvarchar,-1,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,RowState,37,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_NewAdmissionAssessmentASAMDimension2,LastModAt,38,datetime,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,SiteCode,1,varchar,25,NULL,NULL,NO,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,NewAdmissionAssessmentFormId,2,int,NULL,10,0,NO,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,PreAdmissionId,3,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,HadAnOverdose,4,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,HaveNarcanAvailable,5,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,HaveYouCalled911,6,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,HaveSubstanceUsePutYouInDanger,7,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,HaveYourPhysicalHealthWorse,8,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,YourPhysicalMentalWorse,9,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,CausedProblemsAtYourJob,10,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,HavingAnyFinancialTrouble,11,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,JeopardizedYourHousing,12,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,HavingProblemInRelationship,13,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,DoesYourTemperCauseProblem,14,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,HaveYouBeenArrested,15,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,SubstanceUsePutYouAtRiskOfArrested,16,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,HaveAnyOpenCourtCases,17,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,OnProbation,18,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,HaveLeggalCustodyOfChildren,19,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,HaveAnyCasesWithLocalDepartment,20,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,AnyChildrenLiveInHome,21,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,AddtionalComments,22,nvarchar,-1,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,Dimension4SUDRisk,23,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,Dimension4SUDRiskBehaviours,24,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,RowState,25,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension4,LastModAt,26,datetime,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,SiteCode,1,varchar,25,NULL,NULL,NO,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,NewAdmissionAssessmentFormId,2,int,NULL,10,0,NO,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,PreAdmissionId,3,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,PeopleInHomeUseSubstances,4,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,DrugUseCommonInNeighborhood,5,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,FriendsFamilyInRecovery,6,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,SupportForRecovery,7,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,KnowPeerSupportMeetings,8,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,LivingSituation,9,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,FoodWorry,10,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,FoodDidntLast,11,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,SkippedMedications,12,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,FinancialStrain,13,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,EmploymentHelp,14,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,SpeakNonEnglishLanguage,15,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,NeedEducationHelp,16,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,TransportationProblems,17,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,PhysicalHarmFrequency,18,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,VerbalAbuseFrequency,19,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,ThreatsFrequency,20,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,YellingFrequency,21,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Pests,22,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Mold,23,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,LeadPaint,24,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,LackOfHeat,25,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,AppliancesNotWorking,26,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,SmokeDetectorsMissing,27,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,WaterLeaks,28,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,None,29,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Level1,30,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Level1_5,31,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Level1_7,32,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Level2_1,33,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Level2_5,34,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Level2_7,35,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Level3_1,36,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Level3_5,37,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Level3_7,38,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,NonBIO,39,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,BIO,40,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Level4,41,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,COE,42,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Dimension5Support,43,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Dimension5Functioning,44,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,Dimension5Safety,45,int,NULL,10,0,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,RR,46,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,RowState,47,bit,NULL,NULL,NULL,YES,NULL
pats,Tbl_NewAdmissionAssessmentASAMDimension5,LastModAt,48,datetime,NULL,NULL,NULL,YES,NULL
pats,tbl_PayerClient,PCID,1,bigint,NULL,19,0,NO,NULL
pats,tbl_PayerClient,RowChkSum,2,int,NULL,10,0,NO,NULL
pats,tbl_PayerClient,SiteCode,3,varchar,25,NULL,NULL,NO,NULL
pats,tbl_PayerClient,pyID,4,int,NULL,10,0,NO,NULL
pats,tbl_PayerClient,pyPAYERID,5,varchar,100,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyPAYERTYPE,6,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pySUBSID,7,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyGROUP,8,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyAUTH,9,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pySTART,10,datetime,NULL,NULL,NULL,NO,NULL
pats,tbl_PayerClient,pyEND,11,datetime,NULL,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyCLTID,12,int,NULL,10,0,NO,NULL
pats,tbl_PayerClient,pyACTIVE,13,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyadd,14,varchar,50,NULL,NULL,NO,NULL
pats,tbl_PayerClient,pycity,15,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyDOB,16,datetime,NULL,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyfirst,17,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pylast,18,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyPhone,19,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pysame,20,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pystate,21,varchar,10,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyzip,22,varchar,10,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyAddDate,23,date,NULL,NULL,NULL,YES,NULL
pats,tbl_PayerClient,PyAddUser,24,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyBACK,25,varchar,100,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pybupe,26,varchar,250,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pycoins,27,money,NULL,19,4,YES,NULL
pats,tbl_PayerClient,pycopay,28,money,NULL,19,4,YES,NULL
pats,tbl_PayerClient,pyded,29,varchar,250,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pydeduct,30,money,NULL,19,4,YES,NULL
pats,tbl_PayerClient,pydeductleft,31,money,NULL,19,4,YES,NULL
pats,tbl_PayerClient,pyEligCheck,32,datetime,NULL,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyEligUser,33,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyfront,34,varchar,100,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pymmt,35,varchar,250,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyout,36,varchar,250,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyProjectedEnd,37,date,NULL,NULL,NULL,YES,NULL
pats,tbl_PayerClient,tempSavePayer,38,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyBasicNum,39,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyCategory,40,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyHMOprovider,41,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyLocalOffice,42,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,pyDBnotes,43,varchar,250,NULL,NULL,YES,NULL
pats,tbl_PayerClient,TypeOfAgreementCode,44,varchar,50,NULL,NULL,YES,NULL
pats,tbl_PayerClient,LastModAt,45,datetime,NULL,NULL,NULL,YES,NULL
pats,tbl_PayerCltHistory,SiteCode,1,varchar,25,NULL,NULL,NO,NULL
pats,tbl_PayerCltHistory,pchID,2,int,NULL,10,0,NO,NULL
pats,tbl_PayerCltHistory,pyID,3,int,NULL,10,0,YES,NULL
pats,tbl_PayerCltHistory,pyChange,4,varchar,100,NULL,NULL,YES,NULL
pats,tbl_PayerCltHistory,pyDtm,5,datetime,NULL,NULL,NULL,YES,NULL
pats,tbl_PayerCltHistory,pyUser,6,varchar,100,NULL,NULL,YES,NULL
pats,tbl_PayerCltHistory,pyNote,7,varchar,8000,NULL,NULL,YES,NULL
pats,tbl_TreatmentLevel,SiteCode,1,nvarchar,25,NULL,NULL,NO,NULL
pats,tbl_TreatmentLevel,RowChkSum,2,int,NULL,10,0,YES,NULL
pats,tbl_TreatmentLevel,Id,3,int,NULL,10,0,NO,NULL
pats,tbl_TreatmentLevel,TreatmentLevel,4,nvarchar,-1,NULL,NULL,YES,NULL
pats,tbl_TreatmentLevel,UserID,5,int,NULL,10,0,YES,NULL
pats,tbl_TreatmentLevel,CltId,6,int,NULL,10,0,YES,NULL
pats,tbl_TreatmentLevel,RecordOn,7,datetime,NULL,NULL,NULL,YES,NULL
pats,tbl_TreatmentLevel,LastModAt,8,datetime2,NULL,NULL,NULL,YES,NULL
pats,tbl_TreatmentLevel,RowState,9,bit,NULL,NULL,NULL,YES,NULL
pats,tbl_UAResultDetail,SiteCode,1,varchar,25,NULL,NULL,NO,NULL
pats,tbl_UAResultDetail,RowChkSum,2,int,NULL,10,0,NO,NULL
pats,tbl_UAResultDetail,LastModAt,3,datetime,NULL,NULL,NULL,NO,NULL
pats,tbl_UAResultDetail,uardID,4,int,NULL,10,0,NO,NULL
pats,tbl_UAResultDetail,uardRecID,5,int,NULL,10,0,NO,NULL
pats,tbl_UAResultDetail,uardResult,6,varchar,100,NULL,NULL,YES,NULL
pats,tbl_UAResultDetail,uardRX,7,bit,NULL,NULL,NULL,NO,NULL
pats,tbl_UAResultDetail,uaDetail,8,varchar,50,NULL,NULL,YES,NULL
pats,tbl_UAResultDetail,uardFullNote,9,varchar,-1,NULL,NULL,YES,NULL
pats,tbl_UAResultDetail,uardKey,10,varchar,-1,NULL,NULL,YES,NULL
pats,tbl_UAResultDetail,uardNote,11,varchar,-1,NULL,NULL,YES,NULL
